D,L,P,G,Tin,X,CHF,CHF_LUT,CHF_NN
0.00805,10.94,6860,1508,159.3,0.659,438,480.1029034,471.3804
0.00805,10.94,6860,1508,178.4,0.671,421,450.9569466,441.4725
0.00805,10.94,6860,1508,199.7,0.691,404,402.380352,394.6006
0.00805,10.94,6860,1508,220.5,0.699,381,382.9497142,391.3098
0.00805,10.94,6860,1508,241.1,0.718,363,369.9274286,378.9511
0.00805,10.94,6860,1508,260.1,0.75,350,351.0946183,363.0641
0.00805,10.94,6860,1508,281,0.776,327,335.7929599,356.911
0.00805,10.94,6860,2016,129.1,0.503,545,800.3601432,527.4848
0.00805,10.94,6860,2016,140.2,0.526,541,727.186659,506.5998
0.00805,10.94,6860,2016,140.2,0.511,533,774.9084965,519.1086
0.00805,10.94,6860,2016,159.3,0.518,506,752.6383056,513.8481
0.00805,10.94,6860,2016,179.4,0.549,491,654.0131747,471.6907
0.00805,10.94,6860,2016,199.7,0.542,455,676.2833656,479.2538
0.00805,10.94,6860,2016,219.9,0.57,436,587.2026021,452.3331
0.00805,10.94,6860,2016,220.9,0.571,435,584.0211463,451.3806
0.00805,10.94,6860,2016,240.1,0.582,408,549.0251321,443.9715
0.00805,10.94,6860,2016,260.1,0.603,385,485.0730263,423.5257
0.00805,10.94,6860,2016,281,0.641,359,400.3849507,408.9521
0.00805,10.94,9800,1008,37.4,0.625,381,446.0163699,277.2327
0.00805,10.94,9800,1008,56.6,0.627,368,438.9569243,249.9823
0.00805,10.94,9800,1013,77.9,0.601,347,527.4684327,318.5986
0.00805,10.94,9800,1008,97.8,0.61,331,498.9622118,314.7478
0.00805,10.94,9800,1008,116.8,0.62,319,463.6649839,282.3632
0.00805,10.94,9800,1008,116.8,0.62,319,463.6649839,282.3632
0.00805,10.94,9800,1008,139,0.612,299,491.9027662,312.4825
0.00805,10.94,9800,1013,177.4,0.629,273,429.3211771,271.4625
0.00805,10.94,9800,1013,199.9,0.618,255,467.8790275,264.4669
0.00805,10.94,9800,1008,218.1,0.618,238,470.7244295,275.4534
0.00805,10.94,9800,1013,239.5,0.629,223,429.3211771,239.1778
0.00805,10.94,9800,1008,258.8,0.625,204,446.0163699,253.967
0.00805,10.94,9800,1008,279.8,0.627,185,438.9569243,244.6178
0.00805,10.94,9800,1008,299.7,0.637,167,403.6596963,222.2088
0.00805,10.94,9800,1013,305.8,0.633,160,415.3001406,231.8465
0.00805,10.94,9800,1513,38.3,0.452,508,531.4779903,397.8051
0.00805,10.94,9800,1516,57.8,0.446,484,595.0838038,417.1708
0.00805,10.94,9800,1516,78.9,0.446,459,595.0838038,420.8422
0.00805,10.94,9800,1511,96.8,0.442,435,655.9709319,413.6425
0.00805,10.94,9800,1516,118,0.453,416,526.255868,398.6713
0.00805,10.94,9800,1516,136.9,0.434,387,767.7857827,394.8398
0.00805,10.94,9800,1516,158.2,0.461,372,496.2275763,361.2841
0.00805,10.94,9800,1516,177.4,0.433,338,782.1776143,390.6644
0.00805,10.94,9800,1516,199.9,0.466,323,477.4598939,323.0409
0.00805,10.94,9800,1516,218.1,0.451,295,533.762941,396.2468
0.00805,10.94,9800,1516,239.5,0.458,271,507.4881857,356.6904
0.00805,10.94,9800,1516,260.8,0.472,248,454.9386751,255.6321
0.00805,10.94,9800,1516,280.4,0.483,224,413.6497739,240.8474
0.00805,10.94,9800,1516,298.9,0.518,209,324.4429909,237.7548
0.00805,10.94,9800,2027,102.8,0.398,552,534.8098345,440.2941
0.00805,10.94,9800,2027,118,0.387,533,669.1391253,443.3487
0.00805,10.94,9800,2027,138.1,0.393,494,595.8686031,426.3403
0.00805,10.94,9800,2027,157.3,0.379,457,766.833155,380.3682
0.00805,10.94,9800,2016,177.4,0.373,420,845.0354735,364.5095
0.00805,10.94,9800,2016,198.8,0.369,383,894.2628695,351.1886
0.00805,10.94,9800,2027,218.8,0.364,350,950.0094607,341.2251
0.00805,10.94,9800,2027,239.5,0.365,315,937.797707,346.1595
0.00805,10.94,9800,2027,259.8,0.357,276,1035.491737,329.2806
0.00805,10.94,9800,2016,279.8,0.366,242,931.1834165,359.9682
0.00805,10.94,9800,2722,199.9,0.379,522,569.2353503,483.1049
0.00805,10.94,9800,2722,220.1,0.367,469,654.2784845,503.4805
0.00805,10.94,9800,2722,240.4,0.39,438,491.279144,438.2176
0.00805,10.94,9800,2722,260.2,0.436,420,354.5177297,425.8228
0.00805,10.94,9800,2722,260.2,0.429,416,367.3300895,443.0952
0.00805,10.94,9800,2722,260.8,0.407,401,407.5975058,431.2099
0.00805,10.94,9800,2722,278.8,0.472,400,283.5872981,376.3464
0.00805,10.94,9800,2722,269.8,0.441,402,345.3660442,409.5237
0.00805,10.94,9800,2722,281,0.475,397,277.4092464,373.2998
0.00805,10.94,9800,2722,281,0.439,371,349.0267184,414.2699
0.00805,10.94,9800,2719,298.9,0.484,352,258.6856984,368.0782
0.00805,10.94,9800,2722,298.9,0.521,379,212.974284,341.2892
0.00805,10.94,9800,2719,299.7,0.494,357,238.0924321,359.0997
0.00805,10.94,9800,2772,299.7,0.458,340,315.5851246,391.2525
0.00805,10.94,9800,2727,304.8,0.533,370,205.8747994,332.3856
0.00805,10.94,13720,1011,37.9,0.465,350,541.6211503,290.154
0.00805,10.94,13720,1011,57.4,0.444,331,662.9203432,269.7419
0.00805,10.94,13720,1016,78.5,0.439,315,668.1359737,267.7382
0.00805,10.94,13720,1016,97.7,0.448,302,650.0876852,275.2674
0.00805,10.94,13720,1016,117.7,0.44,285,666.1306083,270.2522
0.00805,10.94,13720,1016,137.8,0.431,267,684.1788969,258.9828
0.00805,10.94,13720,1016,167.3,0.453,256,624.4403993,306.0305
0.00805,10.94,13720,1011,199.8,0.413,213,725.4997894,242.6806
0.00805,10.94,13720,1011,218.2,0.442,205,666.9577268,276.5997
0.00805,10.94,13720,1016,260.1,0.412,163,722.2808394,246.8019
0.00805,10.94,13720,1016,239.7,0.435,186,676.1574353,273.3581
0.00805,10.94,13720,1508,37.9,0.405,504,219.3667786,374.4773
0.00805,10.94,13720,1508,57.4,0.413,485,213.6216833,377.2542
0.00805,10.94,13720,1511,97.7,0.419,441,208.9541107,370.7801
0.00805,10.94,13720,1508,117.2,0.422,419,207.158451,363.1915
0.00805,10.94,13720,1511,136.9,0.405,391,219.0225646,381.4917
0.00805,10.94,13720,1511,158,0.404,365,219.7417399,375.4871
0.00805,10.94,13720,1508,177.5,0.405,342,219.3667786,381.9583
0.00805,10.94,13720,1516,198.9,0.377,311,374.9880676,310.0456
0.00805,10.94,13720,1508,197.8,0.412,322,214.3398202,368.8891
0.00805,10.94,13720,1508,219.3,0.411,294,215.0579571,375.3221
0.00805,10.94,13720,1508,239.1,0.404,266,220.0849155,380.8296
0.00805,10.94,13720,1508,260.1,0.404,240,220.0849155,377.3505
0.00805,10.94,13720,1508,281.6,0.409,213,216.4942309,367.2135
0.00805,10.94,13720,1508,299.9,0.385,179,323.1185474,362.1119
0.00805,10.94,13720,2002,99.6,0.306,536,579.8211086,387.6508
0.00805,10.94,13720,2030,118.7,0.307,514,573.390721,380.9951
0.00805,10.94,13720,2030,136.9,0.302,484,592.579011,403.8116
0.00805,10.94,13720,2030,159.2,0.308,450,569.553063,376.7791
0.00805,10.94,13720,2030,178.4,0.316,423,538.8517991,318.305
0.00805,10.94,13720,2033,198.9,0.298,385,611.7805716,394.4625
0.00805,10.94,13720,2030,220.4,0.295,346,629.651803,442.656
0.00805,10.94,13720,2030,239.7,0.303,317,588.741353,365.2571
0.00805,10.94,13720,2030,261.2,0.302,279,592.579011,363.8476
0.00805,10.94,13720,2033,280.4,0.322,254,515.4114736,220.5231
0.00805,10.94,13720,2030,300.9,0.314,211,546.527115,244.9442
0.00805,10.94,13720,2052,320.8,0.328,174,489.385526,202.3649
0.00805,10.94,17650,1016,37.3,0.505,362,275.1604031,298.4916
0.00805,10.94,17650,1016,56.6,0.465,341,371.7744146,302.3279
0.00805,10.94,17650,1016,76.8,0.482,328,328.2609823,300.367
0.00805,10.94,17650,1016,97,0.485,313,320.5821413,307.5392
0.00805,10.94,17650,1016,118,0.471,294,356.4167326,299.926
0.00805,10.94,17650,1016,137.3,0.509,285,269.5383766,269.6078
0.00805,10.94,17650,1011,158.7,0.475,262,347.2815855,297.2151
0.00805,10.94,17650,1016,177,0.475,249,346.1782779,300.4858
0.00805,10.94,17650,1011,197.4,0.469,230,362.7185202,296.4138
0.00805,10.94,17650,1011,218.1,0.5,219,282.9610241,250.7696
0.00805,10.94,17650,1016,239.6,0.489,200,310.3436866,301.6159
0.00805,10.94,17650,1016,260.2,0.504,185,276.5659097,208.3818
0.00805,10.94,17650,1011,279.9,0.514,169,263.1678834,169.6504
0.00805,10.94,17650,1016,301.6,0.548,154,214.7236179,151.0357
0.00805,10.94,17650,1016,301.6,0.531,151,238.6172307,151.8214
0.00805,10.94,17650,1011,301.6,0.539,151,227.8229891,152.052
0.00805,10.94,17650,1011,321.1,0.536,131,232.0643764,151.795
0.00805,10.94,17650,1016,341.8,0.543,108,221.7511511,150.9171
0.00805,10.94,17650,1016,341.8,0.519,105,255.4833102,151.6076
0.00805,10.94,17650,1511,36.3,0.395,515,389.5733795,432.3912
0.00805,10.94,17650,1511,57.6,0.388,489,410.2434461,449.1134
0.00805,10.94,17650,1511,76.8,0.412,473,350.1340195,367.5875
0.00805,10.94,17650,1511,97.5,0.376,442,445.6778461,453.2553
0.00805,10.94,17650,1511,117.1,0.391,422,401.3848461,426.962
0.00805,10.94,17650,1511,138.4,0.386,396,416.1491795,440.5091
0.00805,10.94,17650,1511,157,0.382,373,427.9606461,449.5422
0.00805,10.94,17650,1511,178,0.397,352,383.6676462,399.5656
0.00805,10.94,17650,1511,199,0.397,327,383.6676462,391.6929
0.00805,10.94,17650,1511,219,0.416,307,341.9090106,317.3102
0.00805,10.94,17650,1511,238.7,0.411,281,352.1902717,333.7809
0.00805,10.94,17650,1511,260.8,0.412,254,350.1340195,306.438
0.00805,10.94,17650,1511,280.9,0.438,234,296.6714618,222.0631
0.00805,10.94,17650,1511,302.7,0.474,212,241.4892217,208.4881
0.00805,10.94,17650,1511,321.1,0.554,201,175.4313888,200.0065
0.00805,10.94,17650,1511,321.1,0.541,198,183.3778439,201.0135
0.00805,10.94,17650,1511,341.8,0.612,177,140.2592526,195.654
0.00805,10.94,17650,1511,342.4,0.663,186,110.2801314,195.7885
0.00805,10.94,17650,2002,137.3,0.383,526,498.6207014,465.8602
0.00805,10.94,17650,2038,158.7,0.379,500,529.0530923,507.5641
0.00805,10.94,17650,2002,178.7,0.378,461,528.6798728,463.4652
0.00805,10.94,17650,2036,198.6,0.403,443,397.3811422,421.5543
0.00805,10.94,17650,2002,219.7,0.41,405,376.8780506,373.4232
0.00805,10.94,17650,2036,239.6,0.407,377,389.4802261,385.5596
0.00805,10.94,17650,2036,260.2,0.422,345,359.8517908,350.6803
0.00805,10.94,17650,2036,260.2,0.403,341,397.3811422,383.0913
0.00805,10.94,17650,2002,261.2,0.478,356,275.3462831,299.2444
0.00805,10.94,17650,2033,279.9,0.49,331,269.3528833,307.9435
0.00805,10.94,17650,2036,279.9,0.501,335,260.0663984,309.9068
0.00805,10.94,17650,2036,280.9,0.472,324,285.4035033,299.7092
0.00805,10.94,17650,2036,300.5,0.507,298,254.2180859,309.9757
0.00805,10.94,17650,2036,302.2,0.49,291,269.7419693,309.6815
0.00805,10.94,17650,2033,302.7,0.53,301,231.4450109,306.5978
0.00805,10.94,17650,2036,321.1,0.518,259,243.4961797,308.7536
0.00805,15,9800,2002,222.3,0.432,272,375.2101905,271.7251
0.00805,15,9800,2002,230.3,0.448,269,304.9355049,270.236
0.00805,15,9800,2002,230.3,0.464,274,275.1293998,258.2224
0.00805,15,9800,2002,238.5,0.466,265,272.1262899,255.2715
0.00805,15,9800,2002,239.5,0.485,271,243.5967459,248.8597
0.00805,15,9800,2002,249.7,0.485,257,243.5967459,249.8956
0.00805,15,9800,2002,250.7,0.492,258,233.0858613,247.6635
0.00805,15,9800,2002,259.8,0.511,254,212.4187853,233.9218
0.00805,15,9800,2002,259.8,0.501,250,220.2866365,242.6792
0.00805,15,9800,2002,270.8,0.515,241,209.2716448,230.7062
0.00805,15,9800,2002,270.8,0.515,241,209.2716448,230.7062
0.00805,15,9800,2002,279.8,0.525,231,201.4037935,229.2935
0.00805,15,9800,2002,279.8,0.525,231,201.4037935,229.2935
0.00805,15,9800,2002,288.9,0.541,224,188.8152315,225.8107
0.00805,15,9800,2002,290.9,0.545,223,185.668091,224.6554
0.00805,15,9800,2002,299.7,0.567,217,168.3588182,220.4228
0.00805,15,13720,1527,158,0.396,269,247.2532571,233.0964
0.00805,15,13720,1527,179.3,0.392,249,273.6961916,225.7486
0.00805,15,13720,1527,199.8,0.38,228,353.0249953,212.8488
0.00805,15,13720,1527,219.7,0.382,210,339.803528,212.4395
0.00805,15,13720,1527,239.7,0.36,187,485.239668,192.0265
0.00805,15,13720,1527,260.1,0.385,173,319.9713271,220.1645
0.00805,15,13720,1527,281.6,0.374,150,392.6893971,210.7883
0.00805,15,13720,1986,218.2,0.365,271,343.9426933,221.2238
0.00805,15,13720,2008,229.6,0.363,259,349.414089,229.1839
0.00805,15,13720,1986,239.7,0.364,244,348.9427724,224.7939
0.00805,15,13720,2008,240.8,0.353,243,398.451741,219.4254
0.00805,15,13720,2008,251,0.347,228,424.4882062,214.99
0.00805,15,13720,2008,260.1,0.352,217,403.3555062,215.0223
0.00805,15,13720,1986,260.1,0.353,217,403.9436424,222.5901
0.00805,15,13720,2008,269.3,0.346,205,428.2632627,215.0552
0.00805,15,13720,1986,280.4,0.366,193,338.9426142,210.4836
0.00805,15,13720,2008,281.6,0.362,193,354.3178542,218.4277
0.00805,15,13720,2008,290.8,0.367,181,329.7990282,207.5283
0.00805,15,13720,2008,300.9,0.378,171,275.8576109,162.3881
0.00805,15,13720,1986,300.9,0.384,171,248.9411905,155.7384
0.00805,15,13720,2008,310.9,0.389,158,221.9161937,151.0193
0.00805,15,13720,1991,320.8,0.404,145,164.8336364,135.5759
0.00805,15,13720,1986,321.7,0.402,143,167.1727605,135.8606
0.00805,15,13720,1986,330.3,0.409,129,160.9876843,132.6701
0.00805,15,13720,2766,280.4,0.346,260,338.2024723,274.9672
0.00805,15,13720,2766,281.6,0.351,260,315.2845489,260.9729
0.00805,15,13720,2783,281.6,0.357,265,307.3506397,255.1835
0.00805,15,13720,2772,290.8,0.361,248,300.8968229,250.6075
0.00805,15,13720,2766,290.8,0.375,255,279.8587237,242.7052
0.00805,15,13720,2783,290.8,0.386,259,265.5187176,239.2146
0.00805,15,13720,2783,299.9,0.397,245,249.6514369,235.6709
0.00805,15,13720,2772,300.9,0.387,238,262.8271381,238.2681
0.00805,15,13720,2777,300.9,0.385,238,266.3035856,238.6842
0.00805,15,13720,2766,301.8,0.414,248,227.2344863,229.0994
0.00805,15,13720,2772,310.9,0.447,242,191.2890409,220.2861
0.00805,15,13720,2777,310.9,0.417,231,225.5820422,229.4607
0.00805,15,13720,2777,312,0.412,227,231.142772,230.3311
0.00805,15,13720,2772,319.8,0.445,221,193.5232219,221.8354
0.00805,15,13720,2772,320.8,0.473,230,175.6152444,206.0987
0.00805,15,13720,2772,321.7,0.447,217,191.2890409,221.0531
0.00805,15,13720,2772,329.4,0.477,210,173.4721966,205.925
0.00805,15,13720,2766,330.3,0.487,210,167.1215889,205.2444
0.00805,15,17650,1991,249.9,0.444,264,309.612516,275.1923
0.00805,15,17650,1991,260.2,0.464,256,286.1169772,262.783
0.00805,15,17650,1991,269.5,0.459,243,290.3193651,264.726
0.00805,15,17650,1986,280.9,0.488,234,265.505388,230.3443
0.00805,15,17650,1986,280.9,0.454,227,294.2341505,264.8971
0.00805,15,17650,1986,291.3,0.486,220,267.1953152,229.5784
0.00805,15,17650,1986,292.2,0.496,221,258.7456792,214.9521
0.00805,15,17650,1986,300.5,0.494,209,260.4356064,216.6828
0.00805,15,17650,1986,302.7,0.508,209,247.6610806,202.6666
0.00805,15,17650,1986,311.9,0.502,196,253.4396388,200.9011
0.00805,15,17650,1986,312.9,0.508,194,247.6610806,202.1035
0.00805,15,17650,1986,322.1,0.505,180,250.5503597,200.9392
0.00805,15,17650,1986,323.2,0.522,183,234.1777783,200.7645
0.00805,15,17650,1986,331.1,0.532,171,224.5468481,200.2129
0.00805,20,9800,1013,157.3,0.619,157,464.3737684,155.5496
0.00805,20,9800,1013,178.5,0.637,151,401.2791041,145.7856
0.00805,20,9800,1013,198.8,0.658,145,327.6686624,143.8291
0.00805,20,9800,1013,220.1,0.686,138,229.5214068,139.5106
0.00805,20,9800,1013,240.4,0.705,133,177.5050607,132.3049
0.00805,20,9800,1013,259.8,0.732,127,161.6143817,127.5738
0.00805,20,9800,1013,278.8,0.761,121,144.5466154,120.9583
0.00805,20,9800,1013,299.7,0.805,115,121.2277932,110.7893
0.00805,20,9800,1013,305.8,0.798,110,122.7704998,113.6407
0.00805,20,9800,1527,243.6,0.549,165,278.4728439,172.9383
0.00805,20,9800,1527,258.8,0.577,159,239.3636218,158.8323
0.00805,20,9800,1527,279.8,0.614,150,191.8804516,147.4438
0.00805,20,9800,1527,299.7,0.654,142,148.0012007,140.8208
0.00805,20,9800,1527,305.8,0.663,139,138.1283692,138.262
0.00805,20,13720,1038,116.8,0.383,154,769.4301656,128.9596
0.00805,20,13720,1038,106.5,0.394,159,739.1256828,131.0501
0.00805,20,13720,1038,137.8,0.396,145,733.6157769,130.1758
0.00805,20,13720,1038,158,0.404,137,714.8090483,134.2161
0.00805,20,13720,1038,177.5,0.371,124,802.4896014,114.3755
0.00805,20,13720,1038,199.4,0.394,117,739.1256828,129.2855
0.00805,20,13720,1527,210.2,0.369,163,425.7430653,160.2266
0.00805,20,13720,1527,219.3,0.369,156,425.7430653,157.7294
0.00805,20,13720,1527,238.7,0.362,142,472.0182007,156.5711
0.00805,20,13720,2002,272.3,0.397,160,182.3295269,153.4486
0.00805,20,13720,2002,280.4,0.409,156,159.498293,162.9342
0.00805,20,13720,2002,291.7,0.431,149,139.9090843,178.1657
0.00805,20,17650,1013,141.3,0.606,163,138.0079469,160.1988
0.00805,20,17650,1013,157.7,0.6,155,141.6037775,154.7427
0.00805,20,17650,1013,179.1,0.575,143,176.8657804,140.8819
0.00805,20,17650,1013,197.4,0.542,133,223.4116242,130.7913
0.00805,20,17650,1013,218.1,0.542,124,223.4116242,133.8733
0.00805,20,17650,1013,239.6,0.508,112,271.3679481,106.9407
0.00805,20,17650,1013,281.9,0.483,88,326.299951,84.61555
0.00805,20,17650,1013,301.6,0.472,78,354.5428793,86.12914
0.00805,20,17650,1530,280.9,0.608,150,143.0711989,143.9287
0.00805,20,17650,1530,271.7,0.569,152,167.1684025,162.9539
0.00805,20,17650,1530,302.7,0.626,136,132.4698764,131.2941
0.00805,20,17650,1530,311.9,0.641,130,123.6354411,124.9979
0.00805,20,17650,1530,322.1,0.631,120,129.5250647,127.5909
0.00805,20,17650,1530,331.1,0.641,113,123.6354411,122.0015
0.00805,20,17650,1530,340.9,0.681,107,100.0769467,113.7031
0.0082,1.65,5890,1680.6,172.9,0.45,2488,2165.739472,2352.178
0.0107,4,5890,2016.7,259.99,0.447,1056,1529.715137,1171.05
0.0107,6,5890,1530.6,221.12,0.538,759,1345.183324,795.6975
0.0108,1,6870,961.1,99.92,0.256,3165,3254.578724,3301.658
0.0108,1.36,6870,883.3,277.96,0.693,1880,1200.989636,1856.363
0.0108,1.36,6870,883.3,277.39,0.701,1920,1144.551412,1838.52
0.0108,1.36,6870,1016.7,251.28,0.581,2105,1832.353931,2058.472
0.00925,1.73,6870,1977.8,207.68,0.332,2315,2310.135349,2389.355
0.00925,1.73,6870,1986.1,253.13,0.381,1952,1987.355828,2091.738
0.00925,1.73,6870,1988.9,231.92,0.367,2175,2096.642896,2152.122
0.00925,1.73,6870,2000,273.15,0.41,1800,1727.155338,1922.416
0.00925,1.73,6870,2005.6,255.8,0.391,1990,1890.007645,1984.937
0.00925,1.73,6870,2013.9,271.59,0.4,1800,1810.573776,1956.052
0.00925,1.73,6870,3972.2,276.24,0.227,2160,2102.205916,2206.195
0.00925,1.73,6870,3972.2,230.41,0.142,2570,2508.096572,2531.157
0.00925,1.73,6870,3972.2,261.07,0.217,2410,2150.346271,2303.21
0.00925,1.73,6870,4000,278.92,0.239,2105,2039.692787,2199.215
0.00925,1.73,6870,4000,207.68,0.096,2720,2728.205604,2797.387
0.00925,1.73,6870,4055.6,250.66,0.175,2345,2332.35923,2399.389
0.00951,1.73,6870,1991.7,202.79,0.316,2370,2330.204977,2490.748
0.00951,1.73,6870,2000,230.63,0.354,2200,2162.895035,2216.08
0.00951,1.73,6870,2000,231.06,0.369,2265,2043.513925,2124.535
0.00951,1.73,6870,2005.6,254.98,0.385,2045,1911.784537,1985.025
0.00951,1.73,6870,2011.1,206.13,0.324,2395,2285.881645,2396.347
0.00951,1.73,6870,2022.2,247.34,0.359,2020,2106.37948,2164.581
0.00951,1.73,6870,2022.2,240.42,0.372,2160,2002.576085,2107.936
0.00951,1.73,6870,2027.8,273.15,0.395,1824,1814.468458,1951.496
0.00951,1.73,6870,2027.8,278.92,0.432,1905,1469.365043,1728.874
0.00951,1.73,6870,2027.8,235.97,0.388,2315,1870.408744,1972.819
0.00951,1.73,6870,2030.6,274.89,0.437,1988,1418.716183,1711.983
0.00951,1.73,6870,2033.3,257.83,0.409,2100,1683.933821,1859.942
0.00951,1.73,6870,2047.2,206.13,0.322,2430,2268.378671,2364.934
0.00951,1.73,6870,2052.8,255.39,0.376,2020,1946.975113,2031.646
0.00951,1.73,6870,2058.3,276.24,0.406,1858,1691.568647,1831.892
0.00951,1.73,6870,2061.1,215.85,0.316,2300,2282.125515,2382.711
0.00951,1.73,6870,2083.3,176.77,0.264,2618,2532.408132,2618.143
0.00951,1.73,6870,2088.9,173.1,0.268,2675,2506.501026,2609.201
0.00951,1.73,6870,2116.7,159.72,0.236,2730,2673.40877,2739.2
0.00951,1.73,6870,2130.6,174.71,0.253,2618,2566.60162,2664.818
0.00951,1.73,6870,3944.4,270.22,0.222,2185,2102.310175,2297.768
0.00951,1.73,6870,4000,211.23,0.093,2740,2728.723395,2699.233
0.00951,1.73,6870,4027.8,253.55,0.161,2185,2370.953472,2413.727
0.00951,1.73,6870,4027.8,247.76,0.163,2370,2361.702191,2401.049
0.00951,1.73,6870,4055.6,214.97,0.094,2710,2697.311227,2651.522
0.00951,1.73,6870,4055.6,235.12,0.128,2478,2505.142404,2496.127
0.00951,1.73,6870,4055.6,234.48,0.13,2485,2496.925583,2500.938
0.00951,1.73,6870,4055.6,257.02,0.186,2360,2249.874455,2347.163
0.00951,1.73,6870,4055.6,238.52,0.13,2360,2496.925583,2510.394
0.00951,1.73,6870,4055.6,248.8,0.161,2345,2364.376485,2399.924
0.00951,1.73,6870,4083.3,272.56,0.217,2220,2103.32198,2270.906
0.00951,1.73,6870,4083.3,224.58,0.104,2535,2594.14387,2604.205
0.00951,1.73,6870,4083.3,232.77,0.122,2450,2521.189413,2538.082
0.00951,1.73,6870,4083.3,227.61,0.112,2525,2561.719667,2567.42
0.00951,1.73,6870,4111.1,274.89,0.227,2250,2054.140514,2219.413
0.00951,1.73,6870,4111.1,228.69,0.112,2485,2552.529307,2571.039
0.00951,1.73,6870,4138.9,228.26,0.112,2525,2543.338947,2554.792
0.00951,1.73,6870,4138.9,219.14,0.092,2580,2695.468672,2683.357
0.00951,1.73,6870,4194.4,204.79,0.069,2810,2982.287999,2987.759
0.00951,1.73,6870,4194.4,215.41,0.087,2685,2743.453502,2706.32
0.00951,1.73,6870,4222.2,182.25,0.05,3250,3228.669926,3225.724
0.00951,1.73,6870,4222.2,197.86,0.067,2990,3001.697696,3008.488
0.00951,1.73,6870,4250,183.62,0.047,3200,3262.441639,3267.956
0.00951,1.73,6870,4277.8,179.97,0.045,3290,3283.278134,3293.846
0.0126,1.83,6870,622.2,256.41,0.742,1372,1415.536018,1460.333
0.0126,1.83,6870,636.1,229.98,0.718,1503,1504.776553,1549.782
0.0126,1.83,6870,663.9,194.27,0.571,1488,2015.965197,1921.87
0.0126,1.83,6870,1316.7,268.45,0.46,1755,1874.101101,2037.611
0.0126,1.83,6870,1355.6,238.95,0.417,1999,2039.192215,2159.141
0.0126,1.83,6870,1366.7,197.19,0.38,2351,2161.856865,2281.134
0.0126,1.83,6870,1397.2,196.29,0.35,2304,2248.29646,2429.627
0.0126,1.83,6870,1436.1,200.11,0.346,2290,2240.180436,2456.7
0.0126,1.83,6870,1980.6,253.55,0.305,2122,2068.524794,1965.855
0.0126,1.83,6870,1980.6,252.93,0.293,2046,2118.731277,2067.366
0.0126,1.83,6870,2022.2,228.69,0.242,2235,2339.761618,2325.935
0.0126,1.83,6870,2047.2,213.43,0.22,2389,2438.528862,2442.267
0.0126,1.83,6870,2077.8,191.56,0.186,2593,2608.327216,2608.919
